account_no,customer_name,alias,customer_group,legacy_codes,contract_numbers,contract_sl_nos,emirate,place_of_supply,district,address,po_box,email,phone,mobile,trn,priority,latitude,longitude,maps_link_coords,location_source,location_status,required_info,notes
11747,YARMOOK BUILDING,,YARMOOK BUILDINGS GROUP,,1187/26,131,Sharjah,Sharjah,Al Yarmook,,,,,,,,25.350508,55.404911,"https://www.google.com/maps?q=25.350508,55.404911",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 131)
11748,MUWAILAH 3649 BLDG,,MUWAILAH BUILDINGS GROUP,,1188/26,132,Sharjah,Sharjah,Muweilah Commercial,,,,,,,,25.291494,55.448292,"https://www.google.com/maps?q=25.291494,55.448292",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 132)
11749,MUWAILAH 6654 BLDG,,MUWAILAH BUILDINGS GROUP,,1188/26,132,Sharjah,Sharjah,Muweilah Commercial,,,,,,,,25.291494,55.448292,"https://www.google.com/maps?q=25.291494,55.448292",CONTRACT_MASTER,UNVERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 132)
11751,MUWAILAH 2268 BLDG,,MUWAILAH BUILDINGS GROUP,,1189/26,133,Sharjah,Sharjah,Muwaileh,,,,,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 133)
11752,MUWAILAH 1601 BLDG,,MUWAILAH BUILDINGS GROUP,,1190/26,134,Sharjah,Sharjah,Muwaileh,,,,,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 134)
11753,SALIM ALI MOHAMMED BUTTU MHEIRI &PARTNERS,G+2,,,,,,,,Mujarah Building (G+2),,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11754,LATE OBAID YAQOUB ABDALLA AL MUHERI,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11755,DAR ALMARJAN SWEETS,,,,1194/26,138,Sharjah,Sharjah,Al Gharb,,,,,,,,25.358866,55.387466,"https://www.google.com/maps?q=25.358866,55.387466",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 138)
11756,EASY LIFE SUPERMARKET L.L.C SP,,,,1195/26,139,Sharjah,Sharjah,Al Gharb,,,,,,,,25.359063,55.387988,"https://www.google.com/maps?q=25.359063,55.387988",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 139)
11757,SHAMS ALNAHDA GENTS SALON,,,,1196/26,140,Sharjah,Sharjah,Al Nahda,,,,,,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 140)
11758,AL MAWRID PRINTING & ADV. IND. LLC.,,AL MAWRID PRINTING GROUP,,"1197/26, 1201/26","141, 145",Sharjah,Sharjah,Industrial Area,,,,,,,,25.287213,55.429521,"https://www.google.com/maps?q=25.287213,55.429521",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 141, 145)"
11759,Dar Al Diyafah Real Estate,,,,,,Sharjah,Sharjah,Al Qasimia,"​57, Sheikh Saqr Bin Khalid Al Qasimi street​G Floor Bu Daniq, Al Qasimiah",61171,,,,,,25.341179,55.395932,"https://www.google.com/maps?q=25.341179,55.395932",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11761,ALYASMINAH REALESTATE INVE,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11762,NOOR AL QAMAR RES.,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11763,SINA AUTOMATIC BAKERY - BR1,,,,1199/26,143,Sharjah,Sharjah,Al Dhaid,,,,,,,,25.203441,55.966304,"https://www.google.com/maps?q=25.203441,55.966304",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 143)
11764,NAEEMA TOWER,,NAEEMA TOWER GROUP,,"1173/26, 1200/26","115, 144",Sharjah,Sharjah,Al Majarrah,,,,,,,,25.36637,55.391879,"https://www.google.com/maps?q=25.366370,55.391879",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 115, 144)"
11765,AL MAWRID PRINTING & ADVT. IND. LLC.UAQ.BR.,,AL MAWRID PRINTING GROUP,,"1197/26, 1201/26","145, 141",Sharjah,Sharjah,Umm Al Thuoob,,,,,,,,25.54362,55.685774,"https://www.google.com/maps?q=25.543620,55.685774",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 145, 141)"
11766,RUKN AL SHWAIHEAN SUPERMARKET LLC.,,,,1202/26,146,Sharjah,Sharjah,Al Gharb,,,,,,,,25.360172,55.386605,"https://www.google.com/maps?q=25.360172,55.386605",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 146)
11767,SHAMAAT AL MADEENA RESTAURANT   L.L.C.SP,,,",",1203/26,147,Sharjah,Sharjah,Industrial Area,,,,,,,,25.316797,55.430493,"https://www.google.com/maps?q=25.316797,55.430493",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 147)
11768,MASTER CAKE SWEETS PREPARING,,,,,,Sharjah,Sharjah,Muwaileh,Muwaileh,,,,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11769,MASTER CAKE SWEETS PREPARING (Dubai),,,,,,Dubai,Dubai,,Al Warqa,,,,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11771,WALEED KHALID ALIYAQOUT,,,,,,,,,"Marva  Building, Al Majas",,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11772,AL Ramz Real Estate,,,,,,,,,Jebal Ali,,alramzrealestate@gmail.com,,+971585998056,,,,,,NONE,NO_LOCATION,ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11773,SUCCESS POINT SUPPORTIVE EDUCATION SERVICES,,,,1204/26,148,Sharjah,Sharjah,Muweilah Commercial,,,,,,,,25.288678,55.448225,"https://www.google.com/maps?q=25.288678,55.448225",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 148)
11774,Saud Alawghani,,,,,,,,,Kavanij,,,,+971508760006,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11775,FAYSAL HOSSAIN GROCERY L.L.CSP,,,,1205/26,149,Sharjah,Sharjah,Al Saja'a Industrial,,,,,,,,25.337386,55.641287,"https://www.google.com/maps?q=25.337386,55.641287",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 149)
11776,LOYAL ELECTRICAL CONTRACTING LLC,,,,,,Sharjah,Sharjah,Industrial Area 4,"INDUSTRIAL aREA 4 Sharjah, Behaind the king Abdulaziz Street ,Apt No ; 111",,,,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11777,LIVA INSURANCE B.S.C CLOSED,,,,,,Dubai,Dubai,,"Office No. 3804-3704/3801-3702;38th Floo, Sheikh Zayed Road, Trade Centre - Bur Dubai, Dubai,",,,,+971564339032,100000847200003,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11778,Valtrans,,,,,,,,,"28th floor,EHK oFFICE IN 14th Floor",,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11779,JOYALLUKAS EXCHANGE Br,,,,,,Sharjah,Sharjah,Industrial Area 2,"Ind 2  Sharjah,, Sheik Khaled Ahmed Sulthan Al Qassemi Building-Shop No : 12",,,,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11781,BURJ BABIL FOODSTUFF TR L.L.C,,,,1209/26,153,Sharjah,Sharjah,Industrial Area 13,"Bldg 5 ,Ind Area 13",33886,,065564228,,104758693600003,,25.302103,55.436112,"https://www.google.com/maps?q=25.302103,55.436112",CONTRACT_MASTER,VERIFIED,ASK: EMAIL,Location inherited from contract master (SL 153)
11782,GULF PASTRY SHJ. BR.-BRANCH 1,,GULF PASTRY GROUP,,"1210/26, 1229/26","154, 172",Sharjah,Sharjah,Sharjah,,,,,,,,25.312649,55.456798,"https://www.google.com/maps?q=25.312649,55.456798",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 154, 172)"
11783,BUNASER ALSHERIF,,,,,,Sharjah,Sharjah,Al Suyoh,"Villa No : 116,Al suyoh/ Sharjah",,,,+971507702220,,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11784,Abdalla Alzari,,,,,,,,,Juraina,,,0553992399,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11785,ALKHOUD BEAUTY CENTER,,,,1211/26,155,Sharjah,Sharjah,Tayebah,,,,,,,,25.269776,55.876958,"https://www.google.com/maps?q=25.269776,55.876958",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 155)
11786,VAKSON REAL ESTATE,,,,,,,,,"Al Tawon Tower, Al Wahda",,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11787,DERMA ZONE LASER & COSMMETIC CENTER,,,,,,,,,Nouf,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11788,ASAS REAL ESTATE L.L.C SP,,,,,,Sharjah,Sharjah,Industrial Area 10,"Wahat Al Nejoum,  Camp 110,Industrial 10,, Sharjah",,,,+971523340726,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11789,Liwa Games,,,,,,,,,Shop 4 Qaryran,,,,0521424849,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11791,GP LUBRICANT GROWTH & PROSPERITY,,,,,,Sharjah,Sharjah,Al Hamriyah,"Plot 2J-01,02&3E,Hamriyah Free zone,Phase 1, Sharjah",,gpfze_terminal@generalpetroleum.ae,,+971503496468,,,25.456513,55.513359,"https://www.google.com/maps?q=25.456513,55.513359",AREA_CENTROID,AREA_APPROX,ASK: TRN,District-level coordinates only — capture exact pin on first visit
11792,SLS EDUCATION SUPPORT SERVICES CENTER LLC SHJ BR,,,,,,,,,"Aster Pharmacy Building- Al Shaiba Building, Floor No : 203",,,,+971551379646,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11793,Al Shamz Medical Centre,,,,,,,,,"Al Nayeli Building No 13,Industrail 15",,,,,100249481100003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11794,AL MURAD REALESTATE LLC,,,,,,Ajman,Ajman,,Ajman,,,,0547678555,100228320600003,,25.4052,55.5136,"https://www.google.com/maps?q=25.405200,55.513600",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,Emirate-level coordinates only — capture exact pin on first visit
11795,THE CRUMB CAFE,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11796,AL SAHM PHARMACY,,,,"1085/25, 1215/26","158, 36",Sharjah,Sharjah,Al Hosn,,,,,,,,25.287972,55.882369,"https://www.google.com/maps?q=25.287972,55.882369",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 158, 36)"
11797,QATR ALNADA LADIES SALON,,,,1221/26,164,Sharjah,Sharjah,Halwan,,,,,,,,25.345116,55.429193,"https://www.google.com/maps?q=25.345116,55.429193",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 164)
11798,"CENTRAL REGION -ALDHAID- SHJ, U.A.E",,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11799,OTRO BEAUTY SALOON AND SPA SHJ.BR,,,,1222/26,165,Sharjah,Sharjah,Al Suwaih,,,,,,,,25.288107,55.909838,"https://www.google.com/maps?q=25.288107,55.909838",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 165)
11811,NIAJARA CAFETERIA,,,,1223/26,166,Sharjah,Sharjah,Al Qasimia,,,,,,,,25.334654,55.394604,"https://www.google.com/maps?q=25.334654,55.394604",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 166)
11812,RETAN BEAUTY CENTER,,,,1224/26,167,Sharjah,Sharjah,Al Rahmaniya,,,,,,,,25.362547,55.569933,"https://www.google.com/maps?q=25.362547,55.569933",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 167)
11813,ALMARJAN BODY BUILDING,,,,1225/26,168,Sharjah,Sharjah,Al Majaz,,,,,,,,25.3394,55.385853,"https://www.google.com/maps?q=25.339400,55.385853",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 168)
11814,Salim Ali Mohamed Buttu Al Mheiri& Partners,,,,,,,,,Mujarah Building (G+2),,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11815,NIHAL,,,,,,Sharjah,Sharjah,Al Qasimia,"Al Qasimia City,Al Madam",,,,0522502190,,,25.341179,55.395932,"https://www.google.com/maps?q=25.341179,55.395932",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11816,Caesar Confectionary LLC. BR .SHJ. Warehouse1,,CAESAR CONFECTIONARY GROUP,,"1050/25, 1051/25","15, 16",Sharjah,Sharjah,Al Gharb,,,,,,,,25.352503,55.389499,"https://www.google.com/maps?q=25.352503,55.389499",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 15, 16)"
11817,ALSAMA ALSAFI LADIES SALON,,,,1228/26,171,Sharjah,Sharjah,Al Qasimia,,,,,,,,25.342482,55.398972,"https://www.google.com/maps?q=25.342482,55.398972",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 171)
11818,GULF PASTRY SHJ.BR,,GULF PASTRY GROUP,,"1210/26, 1229/26","172, 154",Sharjah,Sharjah,Sharjah,,,,,,,,25.312649,55.456798,"https://www.google.com/maps?q=25.312649,55.456798",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,"Location inherited from contract master (SL 172, 154)"
11819,BAREEQ AL SHAI CAFETERIA L.L.C,,,,1232/26,175,Sharjah,Sharjah,Al Nahda,,,,,,,,25.299571,55.36958,"https://www.google.com/maps?q=25.299571,55.369580",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 175)
11821,LUZERN BEAUTY CENTER,,,,1233/26,176,Sharjah,Sharjah,Tayebah,,,,,,,,25.270149,55.886547,"https://www.google.com/maps?q=25.270149,55.886547",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 176)
11822,Osamm Abid’s Restaurant LLC,,,,1235/26,178,Sharjah,Sharjah,Al Nahda,"Mamzar Gate Building , Al Nahda",,,,,105234649900003,,25.283694,55.356525,"https://www.google.com/maps?q=25.283694,55.356525",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE,Location inherited from contract master (SL 178)
11823,SATGURU TRAVEL & TOURISM LLC,,,,,,,,,"Level 3, Latifa Tower,Trade Center 1,, Sheikh Zayed Road,",252150,,,+97145561050,100534298300003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11824,MUMBAI AND CHINESE RESTAURANT LLC - SHJ. BR1,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11825,MY GOVINDAS RESTAURANT,,,,,,Sharjah,Sharjah,Abu Shagara,Abushagara Sharjah,,,,,,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11826,NASEEM AL BARARY SUPERMARKET LLC,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11827,RUKN ALKHARIF FOODSTUFF TR L.L.C,,,,,,,,,,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
